year,affiliation,paper_count,region,country
2023,Zhejiang Normal University,1,China,China
2023,Zhejiang Sci-Tech University,1,China,China
2023,Zhejiang University,83,China,China
2023,Zhejiang University of Technology,2,China,China
2023,Zhengda Software College,2,China,China
2023,Zhengzhou Grain University,1,China,China
2023,Zoom,1,Other/Unknown,Unknown
2023,a16z Crypto,2,Other/Unknown,Unknown
2023,deeplife,1,Other/Unknown,Unknown
2023,for.ai,1,Other/Unknown,Unknown
2023,iWudao Tech.,1,Other/Unknown,Unknown
2023,kunlun,1,Other/Unknown,Unknown
2023,physical intelligence,1,Other/Unknown,Unknown
2023,polixir,1,Other/Unknown,Unknown
2023,shopee,1,Other/Unknown,Unknown
2023,splunk,1,Other/Unknown,Unknown
2023,stepfun,1,Other/Unknown,Unknown
2023,www.hoiying.net,1,Other/Unknown,Unknown
2023,xAI,1,Other/Unknown,Unknown
2023,École Normale Supérieure,1,Europe,France
2023,École Polytechnique,15,Europe,France
2023,École Polytechnique Fédérale de Lausanne,7,Europe,Switzerland
2023,École normale supérieure Paris-Saclay,9,Europe,France
2023,Örebro University,2,Europe,Sweden
2024,360 AI Institute,1,China,China
2024,42 US,2,United States,United States
2024,AAAS,1,Other/Unknown,Unknown
2024,AI Vision Department,1,Other/Unknown,Unknown
2024,AIBE,1,Other/Unknown,Unknown
2024,AIRCAS,1,Other/Unknown,Unknown
2024,AIRI,4,Other/Unknown,Unknown
2024,AIWaves Inc.,1,Other/Unknown,Unknown
2024,AI^2 Robotics,1,Other/Unknown,Unknown
2024,AMD,3,Other/Unknown,Unknown
2024,ANITI,1,Other/Unknown,Unknown
2024,ANTGROUP,1,Other/Unknown,Unknown
2024,ANU,2,Other/Unknown,Unknown
2024,AT&T,1,Other/Unknown,Unknown
2024,AVAR Inc,1,Other/Unknown,Unknown
2024,Aalborg University,3,Europe,Denmark
2024,Aalto University,17,Europe,Finland
2024,Aarhus University,6,Europe,Denmark
2024,Abacus AI,1,Other/Unknown,Unknown
2024,Abacus.AI,3,Other/Unknown,Unknown
2024,Aberystwyth University,1,Europe,United Kingdom
2024,Academia Sinica,2,China,Taiwan
2024,Academy of Arts,4,Other/Unknown,Albania
2024,Académie de Paris,5,Europe,France
2024,Acellera Therapeutics Inc,1,Other/Unknown,Unknown
2024,Adobe Research,27,United States,United States
2024,Adygeja State University,1,Other/Unknown,Russian Federation
2024,Agency for Science Technology and Research (A*STAR),29,Asia-Pacific (excl. China),Singapore
2024,Aibee Inc.,1,Other/Unknown,Unknown
2024,Aignostics GmbH,1,Other/Unknown,Unknown
2024,Aithyra,5,Other/Unknown,Unknown
2024,Albert-Ludwigs-Universität Freiburg,4,Europe,Germany
2024,Alector,1,Other/Unknown,Unknown
2024,Alibaba Group,95,China,China
2024,Alice-Salomon-Fachhochschule für Sozialarbeit und Sozialpädagogik Berlin,8,Europe,Germany
2024,Alipes ApS,1,Other/Unknown,Unknown
2024,Allen County Community College,4,United States,United States
2024,Allen Institute for AI,4,United States,United States
2024,Alliant International University,2,United States,United States
2024,Alpha College of Engineering,1,Asia-Pacific (excl. China),India
2024,Altos Labs,1,Other/Unknown,Unknown
2024,Amazon,113,United States,United States
2024,Amd inc,1,Other/Unknown,Unknown
2024,American College of Greece,1,Europe,Greece
2024,American Graduate School in Paris,9,Europe,France
2024,American University of Beirut,1,Middle East & Africa,Lebanon
2024,American University of Sharjah,2,Middle East & Africa,United Arab Emirates
2024,Anhui University,6,China,China
2024,Ant Group,21,China,China
2024,AntGroup,1,Other/Unknown,Unknown
2024,Anthropic,9,Other/Unknown,Unknown
2024,Anthropic PBC,1,Other/Unknown,Unknown
2024,Appier,2,Other/Unknown,Unknown
2024,Apple,41,United States,United States
2024,Araya Inc,1,Other/Unknown,Unknown
2024,Argo AI,4,Other/Unknown,Unknown
2024,Aristotle University of Thessaloniki,1,Europe,Greece
2024,Arizona State University,17,United States,United States
2024,Arkansas Tech University,1,United States,United States
2024,Armstrong State College,2,United States,United States
2024,Artec 3D,1,Other/Unknown,Unknown
2024,Asia-Pacific International University,1,Asia-Pacific (excl. China),Thailand
2024,AstraZeneca,3,Other/Unknown,Unknown
2024,Atharva College of Engineering,53,Asia-Pacific (excl. China),India
2024,Athens University of Economics and Business,3,Europe,Greece
2024,Atomwise,1,United States,United States
2024,Aurora University,1,United States,United States
2024,Austin College,49,United States,United States
2024,Australian Correspondence Schools,1,Asia-Pacific (excl. China),Australia
2024,Australian National University,20,Asia-Pacific (excl. China),Australia
2024,Autodesk,1,Other/Unknown,Unknown
2024,Avolution AI,3,Other/Unknown,Unknown
2024,BAAI,4,Other/Unknown,Unknown
2024,BASF SE,1,Other/Unknown,Unknown
2024,BFH - Bern University of Applied Sciences,1,Europe,Switzerland
2024,BIGAI,2,China,China
2024,Baidu Research,36,China,China
2024,Bangalore University,3,Asia-Pacific (excl. China),India
2024,Bar-Ilan University,4,Middle East & Africa,Israel
2024,Basis,3,Other/Unknown,Unknown
2024,Bayerische Julius-Maximilians-Universität Würzburg,3,Europe,Germany
2024,Baylor College of Medicine,2,United States,United States
2024,Beihang University,37,China,China
2024,Beijing Forestry University,1,China,China
2024,Beijing Institute of Technology,35,China,China
2024,Beijing Jiaotong University,11,China,China
2024,Beijing Normal University,5,China,China
2024,Beijing University of Aeronautics and Astronautics,44,China,China
2024,Beijing University of Chemical Technology,6,China,China
2024,Beijing University of Posts and Telecommunications,44,China,China
2024,Bell Labs,5,Other/Unknown,Unknown
2024,Ben-Gurion University of the Negev,8,Middle East & Africa,Israel
2024,BenevolentAI,1,Other/Unknown,Unknown
2024,Benha University,1,Middle East & Africa,Egypt
2024,Bestpay,1,Other/Unknown,Unknown
2024,Bestpay AI Lab,1,Other/Unknown,Unknown
2024,Bgi Shenzhen,1,China,China
2024,Bhagwan Parshuram Institute of Technology,20,Asia-Pacific (excl. China),India
2024,Bharath Institue Of Higher Education & Research,13,Asia-Pacific (excl. China),India
2024,Bilkent University,5,Other/Unknown,Turkiye
2024,BioMap,2,Other/Unknown,Unknown
2024,BioNTech SE,1,Other/Unknown,Unknown
2024,Biontech SE,1,Other/Unknown,Unknown
2024,"Birkbeck College, University of London",2,Europe,United Kingdom
2024,Birla Institute of Technology and Science,2,Asia-Pacific (excl. China),India
2024,Blippar,1,Other/Unknown,Unknown
2024,Blippar.com,1,Other/Unknown,Unknown
2024,Bloomberg,4,Other/Unknown,Unknown
2024,Bocconi University,2,Europe,Italy
2024,Bohai University,2,China,China
2024,Booking.com,2,Other/Unknown,Unknown
2024,Borealis AI,4,Other/Unknown,Unknown
2024,Bosch,3,Other/Unknown,Unknown
2024,Boson AI,1,United States,United States
2024,Boston University,22,United States,United States
2024,Bournemouth University,1,Europe,United Kingdom
2024,Boğaziçi University,1,Middle East & Africa,Turkey
2024,Brandeis University,1,United States,United States
2024,Brandenburgische Technische Universität Cottbus,1,Europe,Germany
2024,Brigham Young University,1,United States,United States
2024,Brookhaven College,2,United States,United States
2024,Brown University,19,United States,United States
2024,Bugema University,7,Middle East & Africa,Uganda
2024,Business and Technology University,3,Other/Unknown,Georgia
2024,ByteDance,51,China,China
2024,CASC,1,Other/Unknown,Unknown
2024,CASIC,2,Other/Unknown,Unknown
2024,CEA Saclay,2,Other/Unknown,Unknown
2024,CFDX,1,Other/Unknown,Unknown
2024,CINES,1,Other/Unknown,Unknown
2024,CINI,2,Other/Unknown,Unknown
2024,CISPA,2,Other/Unknown,Unknown
2024,CNR,1,Other/Unknown,Unknown
2024,CNRS,15,Other/Unknown,Unknown
2024,CNRS@CREATE,1,Other/Unknown,Unknown
2024,CONTACT-Software GmbH,1,Other/Unknown,Unknown
2024,CSIRO,1,Asia-Pacific (excl. China),Australia
2024,CSIRO Data61,5,Asia-Pacific (excl. China),Australia
2024,CUNY Baruch College,1,United States,United States
2024,CUNY City College of NY,1,United States,United States
2024,California Institute of Technology,43,United States,United States
2024,"California Polytechnic State University, Pomona",1,United States,United States
2024,"California State University, Northridge",1,United States,United States
2024,Capital Normal University,1,China,China
2024,Capital University of Medical Sciences,1,China,China
2024,Cardiff University,4,Europe,United Kingdom
2024,Carl von Ossietzky Universität Oldenburg,1,Europe,Germany
2024,Carleton University,2,Canada,Canada
2024,Carnegie Mellon University,218,United States,United States
2024,Carper,1,Other/Unknown,Unknown
2024,Case Western Reserve University,2,United States,United States
2024,Celect,1,Other/Unknown,Unknown
2024,Center for Entrepreneurship and Small Business Management,2,Asia-Pacific (excl. China),India
2024,Central China Normal University,1,China,China
2024,Central European University,1,Europe,Hungary
2024,Central Georgia Technical College,1,United States,United States
2024,Central South University,15,China,China
2024,Central Supélec,4,Europe,France
2024,Central University of Finance and Economics,1,China,China
2024,Centre College,6,United States,United States
2024,Centro Regional Universitário de Espiríto Santo do Pinhal,2,Latin America,Brazil
2024,Cerebras Systems,1,United States,United States
2024,Chalmers University of Technology,8,Europe,Sweden
2024,Changsha University of Electric Power,1,China,China
2024,Charles University,1,Europe,Czech Republic
2024,Chengdu University of Technology,1,China,China
2024,Chiba Institute of Technology,1,Asia-Pacific (excl. China),Japan
2024,Chiba University,2,Asia-Pacific (excl. China),Japan
2024,China Agriculture University East,15,China,China
2024,China University of Geoscience Beijing,2,China,China
2024,China University of Geosciences Wuhan,4,China,China
2024,Chinese Academy of Sciences,156,China,China
2024,Chinese People's Public Security University,1,China,China
2024,Chonbuk National University,1,Other/Unknown,"Korea, Republic of"
2024,Chongqing University,9,China,China
2024,Chongqing University of Communications,1,China,China
2024,Chongqing University of Post and Telecommunications,6,China,China
2024,Chongqing University of Technology,1,China,China
2024,Christian-Albrechts-Universität Kiel,1,Europe,Germany
2024,Chung-Ang University,4,Asia-Pacific (excl. China),South Korea
2024,Chungnam National University,1,Other/Unknown,"Korea, Republic of"
2024,Cisco College,4,United States,United States
2024,"City St George's, University of London",1,Europe,United Kingdom
2024,City University,4,Europe,United Kingdom
2024,City University of Hong Kong,81,China,Hong Kong
2024,City University of New York,2,United States,United States
2024,Civil Aviation University of China,2,China,China
2024,Claremont School of Theology,2,United States,United States
2024,Clarkson University,1,United States,United States
2024,Clemson University,5,United States,United States
2024,Cognizant,2,Other/Unknown,Unknown
2024,Cohere,6,Other/Unknown,Unknown
2024,Colby College,1,United States,United States
2024,Cold Spring Harbor Laboratory,2,United States,United States
2024,College of Computer Science in Lodz,1,Europe,Poland
2024,College of New Rochelle,1,United States,United States
2024,College of William and Mary,5,United States,United States
2024,Collegio Carlo Alberto,1,Other/Unknown,Unknown
2024,Collège de France,1,Europe,France
2024,Colorado Community College System,1,United States,United States
2024,Colorado School of Mines,2,United States,United States
2024,Colorado State University,1,United States,United States
2024,Columbia College (SC),1,United States,United States
2024,Columbia University,69,United States,United States
2024,Communication University of China,2,China,China
2024,Concordia University,3,Canada,Canada
2024,Conjecture,2,Other/Unknown,Unknown
2024,Conservatoire National des Arts et Métiers,1,Europe,France
2024,Constellation,1,Other/Unknown,Unknown
2024,Cornell University,73,United States,United States
2024,Covariant,1,Other/Unknown,Unknown
2024,Criteo,2,Other/Unknown,Unknown
2024,Criteo AI Lab,1,Other/Unknown,Unknown
2024,Cruise LLC,1,Other/Unknown,Unknown
2024,CtrsVision,1,Other/Unknown,Unknown
2024,Curation Labs,1,Other/Unknown,Unknown
2024,Cursor AI,1,Other/Unknown,Unknown
2024,Cynch AI,1,Other/Unknown,Unknown
2024,Czech Technical University of Prague,4,Europe,Czech Republic
2024,DARPA,1,Other/Unknown,Unknown
2024,DAV Institute of Engineering & Technology,9,Asia-Pacific (excl. China),India
2024,Daegu Gyeongbuk Institute of Science and Technology,2,Other/Unknown,"Korea, Republic of"
2024,Dalhousie University,3,Canada,Canada
2024,Dalian University,1,China,China
2024,Dalian University of Technology,16,China,China
2024,Dalle Molle Institute for Artificial Intelligence Research,4,Europe,Switzerland
2024,Dartmouth College,10,United States,United States
2024,Dassault Systèmes,1,Other/Unknown,Unknown
2024,Dataheroes,1,Other/Unknown,Unknown
2024,Davis & Elkins College,4,United States,United States
2024,Deakin University,12,Asia-Pacific (excl. China),Australia
2024,Deep Genomics,1,Other/Unknown,Unknown
2024,Defense Language Institute Foreign Language Center,11,United States,United States
2024,Delft University of Technology,11,Europe,Netherlands
2024,Dentsply Sirona,1,Other/Unknown,Unknown
2024,Deutsches Krebsforschungszentrum,2,Other/Unknown,Unknown
2024,Dhirubhai Ambani Institute of Information and Communication Technology,2,Asia-Pacific (excl. China),India
2024,DiDi,3,China,China
2024,DigiPen Institute of Technology,2,United States,United States
2024,Disney,1,Other/Unknown,Unknown
2024,DisneyResearch|Studios,1,Other/Unknown,Unknown
2024,"Donghua University, Shanghai",6,China,China
2024,Dotphoton,2,Other/Unknown,Unknown
2024,DreamTech,2,Other/Unknown,Unknown
2024,Dreamfold,2,Other/Unknown,Unknown
2024,Drexel University,2,United States,United States
2024,Dublin City University,1,Europe,Ireland
2024,Duke University,42,United States,United States
2024,Duksung Women's University,1,Other/Unknown,"Korea, Republic of"
2024,Dyno Therapeutics,1,Other/Unknown,Unknown
2024,EDF R&D,1,Other/Unknown,Unknown
2024,ENPC,2,Other/Unknown,Unknown
2024,ENS Paris-Saclay,1,Europe,France
2024,ENSAE Paris,4,Europe,France
2024,EPFL - EPF Lausanne,33,Europe,Switzerland
2024,ETHZ - ETH Zurich,76,Europe,Switzerland
2024,East China Normal University,17,China,China
2024,East China University of Science and Technology,3,China,China
2024,Eastman Kodak,1,Other/Unknown,Unknown
2024,Eberhard-Karls-Universität Tübingen,15,Europe,Germany
2024,Ecole Nationale Supérieure de Techniques Avancées,1,Europe,France
2024,Ecole Nationale Supérieure de l'Electronique et de ses Applications,1,Europe,France
2024,Ecole Nationale de la Statistique et de l'Administration Economique,13,Europe,France
2024,Ecole Nationale des Ponts et Chausees,5,Europe,France
2024,Ecole Normale Supérieure de Fontenay-Saint Cloud,5,Europe,France
2024,Ecole Normale Supérieure de Lyon,3,Europe,France
2024,Ecole Normale Supérieure de Paris,8,Europe,France
2024,Ecole pour l'Informatique et les nouvelles Technologies - Albania,13,Other/Unknown,Albania
2024,Eindhoven University of Technology,7,Europe,Netherlands
2024,Einsteinmed,1,United States,United States
2024,Elekta AB,1,Other/Unknown,Unknown
2024,Emory University,7,United States,United States
2024,Engineering Institute of Technology,75,Asia-Pacific (excl. China),Australia
2024,Epic Games,2,Other/Unknown,Unknown
2024,"Epic Games, Inc.",1,Other/Unknown,Unknown
2024,Epoch,1,Other/Unknown,Unknown
2024,Epoch AI,1,Other/Unknown,Unknown
2024,Epoch Microelectronics,1,Other/Unknown,Unknown
2024,Equall,1,Other/Unknown,Unknown
2024,Ericsson,2,Other/Unknown,Unknown
2024,Escuela Superiore de Administración Pública,2,Latin America,Colombia
2024,Eurecom,1,Other/Unknown,Unknown
2024,Evangelische Fachhochschule Darmstadt,8,Europe,Germany
2024,Evangelische Hochschule für Soziale Arbeit Dresden (FH),1,Europe,Germany
2024,Ewha Womans University,1,Asia-Pacific (excl. China),South Korea
2024,FAAP - Fundação Armando Alvares Penteado,1,Latin America,Brazil
2024,FAE Business School - Faculdade de Administração e Economia,3,Latin America,Brazil
2024,FAST - National University of Computer and Emerging Sciences (NUCES),1,Asia-Pacific (excl. China),Pakistan
2024,FGV EMAp,1,Other/Unknown,Unknown
2024,FPT University,1,Other/Unknown,Viet Nam
2024,Federal University (Brazil),2,Latin America,Brazil
2024,Flatiron Institute,7,United States,United States
2024,Flinders University of South Australia,1,Asia-Pacific (excl. China),Australia
2024,Florida Atlantic University,1,United States,United States
2024,Florida International University,1,United States,United States
2024,Florida State College at Jacksonville,2,United States,United States
2024,Florida State University,2,United States,United States
2024,Forschungszentrum Juelich GmbH,1,Other/Unknown,Unknown
2024,Foshan University,2,China,China
2024,Franklin Pierce Law Center,1,United States,United States
2024,Fraunhofer Society,3,Europe,Germany
2024,Freie Universität Berlin,5,Europe,Germany
2024,Friedrich-Alexander Universität Erlangen-Nürnberg,4,Europe,Germany
2024,Friedrich-Schiller Universität Jena,1,Europe,Germany
2024,Fudan University,73,China,China
2024,Fujian Normal University,1,China,China
2024,Fujitsu,1,Asia-Pacific (excl. China),Japan
2024,Futurise,1,Other/Unknown,Unknown
2024,Fuzhou University,4,China,China
2024,Fyusion Inc,1,Other/Unknown,Unknown
2024,GE HealthCare,2,Other/Unknown,Unknown
2024,GM Lab,1,Other/Unknown,Unknown
2024,GSK plc,1,Other/Unknown,Unknown
2024,Galois,1,Other/Unknown,Unknown
2024,"Galois, Inc.",2,Other/Unknown,Unknown
2024,Genentech,9,Other/Unknown,Unknown
2024,Genentech Inc.,1,Other/Unknown,Unknown
2024,Genesis,1,Other/Unknown,Unknown
2024,Genesis Therapeutics,1,Other/Unknown,Unknown
2024,Geometry,1,Other/Unknown,Unknown
2024,Georg-August Universität Göttingen,3,Europe,Germany
2024,George Mason University,4,United States,United States
2024,George Washington University,2,United States,United States
2024,Georgetown University,1,United States,United States
2024,Georgia Institute of Technology,77,United States,United States
2024,Georgia State University,2,United States,United States
2024,Ghana Telecom University College,3,Middle East & Africa,Ghana
2024,Ghent University,3,Europe,Belgium
2024,Gipsa-lab,1,Other/Unknown,Unknown
2024,Globe University & Minnesota School of Business,38,United States,United States
2024,Goldman Sachs,1,United States,United States
2024,Google,211,United States,United States
2024,Google DeepMind,78,Europe,United Kingdom
2024,Granica,1,Other/Unknown,Unknown
2024,Graphcore,1,Other/Unknown,Unknown
2024,Gray Swan AI,2,Other/Unknown,Unknown
2024,Griffith University,6,Asia-Pacific (excl. China),Australia
2024,Groupe Sup de Co Amiens Picardie,1,Europe,France
2024,Guangdong University of Technology,5,China,China
2024,Guangming Lab,3,Other/Unknown,Unknown
2024,Guangxi Medical University,2,China,China
2024,Guangzhou University,5,China,China
2024,Gwangju Institute of Science and Technology,3,Other/Unknown,"Korea, Republic of"
2024,Göteborg University,1,Europe,Sweden
2024,HAOMO.AI,1,Other/Unknown,Unknown
2024,HEC Montreal,1,Other/Unknown,Unknown
2024,HKUST (GZ),2,Other/Unknown,Unknown
2024,HKUST(GZ),3,Other/Unknown,Unknown
2024,"HRL Laboratories, LLC",1,Other/Unknown,Unknown
2024,HUG - Univ. Hospitals of Geneva,1,Europe,Switzerland
2024,Hacettepe University,1,Other/Unknown,Turkiye
2024,Hamad Bin Khalifa University,1,Middle East & Africa,Qatar
2024,Hanbat National University,1,Other/Unknown,"Korea, Republic of"
2024,Hanoi University of Science and Technology,2,Other/Unknown,Viet Nam
2024,Hanyang University,1,Asia-Pacific (excl. China),South Korea
2024,Harbin Engineering University,8,China,China
2024,Harbin Institute of Technology,62,China,China
2024,Harvard University,111,United States,United States
2024,Harvey Mudd College,2,United States,United States
2024,Haverford College in Pennsylvania,1,United States,United States
2024,Hebei Normal University,1,China,China
2024,Hebei University of Technology,2,China,China
2024,Hebrew University of Jerusalem,3,Middle East & Africa,Israel
2024,Hefei University of Technology,3,China,China
2024,Heilongjiang University,2,China,China
2024,Heinrich-Heine Universität Düsseldorf,2,Europe,Germany
2024,Helixon,2,Other/Unknown,Unknown
2024,Helixon AI,2,Other/Unknown,Unknown
2024,Helmholtz Association,13,Europe,Germany
2024,Hewlett Packard Labs,1,Other/Unknown,Unknown
2024,Hillbot,1,Other/Unknown,Unknown
2024,"Hitachi, Ltd.",2,Other/Unknown,Unknown
2024,Ho Technical University,27,Middle East & Africa,Ghana
2024,Hochschule für Gestaltung und Kunst Zürich,5,Europe,Switzerland
2024,Hokkaido University,1,Asia-Pacific (excl. China),Japan
2024,Hong Kong Baptist University,21,China,Hong Kong
2024,Hong Kong Metropolitan University,1,China,Hong Kong
2024,Hong Kong University of Science and Technology,1,China,Hong Kong
2024,Horizon Robotics,1,Other/Unknown,Unknown
2024,Horizon Robotics Inc.,1,Other/Unknown,Unknown
2024,Huawei,82,China,China
2024,Huawei Noah's Ark Lab,10,China,China
2024,Huazhong Agricultural University,2,China,China
2024,Huazhong University of Science and Technology,42,China,China
2024,Hubei University,2,China,China
2024,Hugging Face,2,Other/Unknown,Unknown
2024,HuggingFace,1,Other/Unknown,Unknown
2024,Huinao Zhixin,1,Other/Unknown,Unknown
2024,Humboldt Universität Berlin,3,Europe,Germany
2024,Hunan Normal University,1,China,China
2024,Hunan University,21,China,China
2024,"I2R, ASTAR",1,Other/Unknown,Unknown
2024,IASE (Institute of Advanced Studies) Deemed University,4,Asia-Pacific (excl. China),India
2024,IBM Research,35,United States,United States
2024,IDEA,1,Other/Unknown,Unknown
2024,IDEAS NCBR,4,Other/Unknown,Unknown
2024,IE University,1,Europe,Spain
2024,IFLYTEK CO.LTD.,1,Other/Unknown,Unknown
2024,IGRS,2,Other/Unknown,Unknown
2024,IIAI,1,Other/Unknown,Unknown
2024,IMEC,1,Other/Unknown,Unknown
2024,IMT Atlantique,1,Europe,France
2024,INRAE,1,Other/Unknown,Unknown
2024,IRIT,1,Other/Unknown,Unknown
2024,"ISIR, UMR 7222",1,Other/Unknown,Unknown
2024,ISTA,1,Other/Unknown,Unknown
2024,IT University of Copenhagen,6,Europe,Denmark
2024,ITMO University,5,Europe,Russia
2024,ITT Technical Institute,30,United States,United States
2024,Idiap Research Institute,4,Europe,Switzerland
2024,Illinois Institute of Technology,6,United States,United States
2024,Imperial College London,45,Europe,United Kingdom
2024,Inceptio,1,Other/Unknown,Unknown
2024,Incheon National University,1,Asia-Pacific (excl. China),South Korea
2024,"Independent University, Bangladesh",5,Asia-Pacific (excl. China),Bangladesh
2024,Indian Institute of Information Technology Sri City,1,Asia-Pacific (excl. China),India
2024,Indian Institute of Science,7,Asia-Pacific (excl. China),India
2024,"Indian Institute of Technology, Bombay",4,Asia-Pacific (excl. China),India
2024,"Indian Institute of Technology, Delhi",4,Asia-Pacific (excl. China),India
2024,"Indian Institute of Technology, Gandhinagar",1,Asia-Pacific (excl. China),India
2024,"Indian Institute of Technology, Hyderabad",1,Asia-Pacific (excl. China),India
2024,"Indian Institute of Technology, Kanpur",7,Asia-Pacific (excl. China),India
2024,"Indian Institute of Technology, Kharagpur",1,Asia-Pacific (excl. China),India
2024,"Indian Institute of Technology, Madras",2,Asia-Pacific (excl. China),India
2024,"Indian Institute of Technology, Patna",1,Asia-Pacific (excl. China),India
2024,"Indian Institute of Technology, Roorkee",2,Asia-Pacific (excl. China),India
2024,Indiana Institute of Technology,1,United States,United States
2024,Indiana University,1,United States,United States
2024,Indiana University - Bloomington,3,United States,United States
2024,"Indraprastha Institute of Information Technology, Delhi",1,Asia-Pacific (excl. China),India
2024,Infinigence,2,Other/Unknown,Unknown
2024,Infinigence AI,1,Other/Unknown,Unknown
2024,Infosys Limited,2,Other/Unknown,Unknown
2024,Inistro Inc.,1,Other/Unknown,Unknown
2024,Input Output (IOG/IOHK),1,Other/Unknown,Unknown
2024,Inria,41,Europe,France
2024,Inspur,1,China,China
2024,InstaDeep,4,Other/Unknown,Unknown
2024,Institute for Advanced Studies Lucca,1,Europe,Italy
2024,Institute for Advanced Study,2,United States,United States
2024,Institute for Command Engineers of The Ministry for Emergency Situations,4,Other/Unknown,Belarus
2024,Institute for World Politics,1,United States,United States
2024,Institute of Information Technology,1,Middle East & Africa,Namibia
2024,Institute of Science and Technology,23,Europe,Austria
2024,Instituto Superior Técnico,2,Europe,Portugal
2024,Instituto de Enseñanza Superior del Ejército,3,Latin America,Argentina
2024,Intel,14,United States,United States
2024,Intel Labs,2,United States,United States
2024,Inteli,1,Latin America,Brazil
2024,International Higher School for Advanced Studies Trieste,4,Europe,Italy
2024,International Institute for Geo - Information Science and Earth Observation,1,Europe,Netherlands
2024,"International Institute of Information Technology, Pune",1,Asia-Pacific (excl. China),India
2024,International Technological University,1,United States,United States
2024,International University in Germany,1,Europe,Germany
2024,Intsig information co. ltd,3,Other/Unknown,Unknown
2024,Intuit,2,Other/Unknown,Unknown
2024,Iowa State University,8,United States,United States
2024,Iown,1,Other/Unknown,Unknown
2024,Isomorphic Labs,1,Other/Unknown,Unknown
2024,Isomorphic labs,1,Other/Unknown,Unknown
2024,Ivanovo State University of Chemistry and Technology,1,Other/Unknown,Russian Federation
2024,IÉSEG School of Management,2,Europe,France
2024,J.P. Morgan Chase,3,Other/Unknown,Unknown
2024,JD,2,Other/Unknown,Unknown
2024,JD Digits,1,Other/Unknown,Unknown
2024,"JPMorganChase, GTAR",1,Other/Unknown,Unknown
2024,Jacobs University Bremen,1,Europe,Germany
2024,Jagiellonian University Cracow,2,Europe,Poland
2024,James A Rhodes State College,1,United States,United States
2024,Jami Institute of Technology,48,Middle East & Africa,Iran
2024,Japan Advanced Institute of Science and Technology,2,Asia-Pacific (excl. China),Japan
2024,Japanese Red Cross College of Nursing,2,Asia-Pacific (excl. China),Japan
2024,Jiangxi Normal University,1,China,China
2024,Jilin University,15,China,China
2024,Jinan University,3,Middle East & Africa,Lebanon
2024,Jingdong Inc.,2,Other/Unknown,Unknown
2024,Johannes Kepler Universität Linz,4,Europe,Austria
2024,Johns Hopkins University,59,United States,United States
2024,Johns Hopkins University Applied Physics Laboratory,32,United States,United States
2024,KDDI Corporation,1,Other/Unknown,Unknown
2024,KRAFTON,1,Other/Unknown,Unknown
2024,KRAFTON Inc.,1,Other/Unknown,Unknown
2024,KTH,1,Other/Unknown,Unknown
2024,KTH Royal Institute of Technology,13,Europe,Sweden
2024,KU Leuven,9,Europe,Belgium
2024,Kakao Brain,1,Asia-Pacific (excl. China),South Korea
2024,Kansai University,1,Asia-Pacific (excl. China),Japan
2024,Kanzhun Limited (BOSS Zhipin),2,Other/Unknown,Unknown
2024,Karlsruhe Institute of Technology,3,Europe,Germany
2024,Karlsruher Institut für Technologie,5,Europe,Germany
2024,"Kazakhstan Institute of Management, Economics, and Strategic Research",1,Other/Unknown,Kazakhstan
2024,Keio University,1,Asia-Pacific (excl. China),Japan
2024,Keller Graduate School of Management,2,United States,United States
2024,Kent State University,1,United States,United States
2024,Kharkiv National University,3,Other/Unknown,Ukraine
2024,King Abdullah University of Science and Technology,27,Middle East & Africa,Saudi Arabia
2024,King's College,4,United States,United States
2024,"King's College London, University of London",9,Europe,United Kingdom
2024,Korea Advanced Institute of Science & Technology,83,Other/Unknown,"Korea, Republic of"
2024,Korea Aerospace University,1,Other/Unknown,"Korea, Republic of"
2024,Korea University,26,Other/Unknown,"Korea, Republic of"
2024,Koç University,1,Other/Unknown,Turkiye
2024,Kuaishou,2,Other/Unknown,Unknown
2024,Kuaishou- 快手科技,5,Other/Unknown,Unknown
2024,Kunmimg University of Science and Technology,1,China,China
2024,Kyoto Bunkyo University,1,Asia-Pacific (excl. China),Japan
2024,Kyoto University,7,Asia-Pacific (excl. China),Japan
2024,Kyung Hee University,1,Other/Unknown,"Korea, Republic of"
2024,Kyungpook National University,1,Other/Unknown,"Korea, Republic of"
2024,Kyutai,1,Other/Unknown,Unknown
2024,LAAS / CNRS,1,Other/Unknown,Unknown
2024,LAION,1,Other/Unknown,Unknown
2024,LG AI Research,1,Asia-Pacific (excl. China),South Korea
2024,LG Corporation,4,Other/Unknown,Unknown
2024,LG Electronics.,1,Other/Unknown,Unknown
2024,LINE Corporation,2,Other/Unknown,Unknown
2024,LIP6,2,Other/Unknown,Unknown
2024,LIRMM,1,Other/Unknown,Unknown
2024,LMU,2,Other/Unknown,Unknown
2024,LUISS,1,Other/Unknown,Unknown
2024,LY Corporation,2,Other/Unknown,Unknown
2024,La Trobe University,1,Asia-Pacific (excl. China),Australia
2024,Lancaster University,5,Middle East & Africa,Ghana
2024,Lanzhou University,3,China,China
2024,Lappeenranta University of Technology,1,Europe,Finland
2024,Latent Logic,1,Other/Unknown,Unknown
2024,Layer6,2,Other/Unknown,Unknown
2024,Layer6 AI,1,Other/Unknown,Unknown
2024,Lehigh University,8,United States,United States
2024,Lenovo,5,China,China
