year,affiliation,paper_count,region,country
2022,SISSA/ISAS,2,Other/Unknown,Unknown
2022,SKILD AI,1,Other/Unknown,Unknown
2022,Sakana AI,1,Other/Unknown,Unknown
2022,Salesforce Research,14,United States,United States
2022,Samaya AI,2,Other/Unknown,Unknown
2022,Samsung Research,15,Asia-Pacific (excl. China),South Korea
2022,Santa Clara University,1,United States,United States
2022,Sapienza University of Rome,4,Europe,Italy
2022,Sauder School of Business,1,Canada,Canada
2022,Saudi Aramco,4,Other/Unknown,Unknown
2022,SberDevices,1,Other/Unknown,Unknown
2022,Scale AI,2,Other/Unknown,Unknown
2022,"Schiller International University, American College of Switzerland",1,Europe,Switzerland
2022,Scyfer B.V.,1,Other/Unknown,Unknown
2022,Seattle Colleges,16,United States,United States
2022,Seisen University,4,Asia-Pacific (excl. China),Japan
2022,SenseTime,20,China,China
2022,Seoul National University,19,Other/Unknown,"Korea, Republic of"
2022,ServiceNow,4,Other/Unknown,Unknown
2022,ServiceNow Research,1,Canada,Canada
2022,Shandong University,3,China,China
2022,Shanghai Jiao Tong University,42,China,China
2022,Shanghai Jiaotong University,37,China,China
2022,Shanghai University,3,China,China
2022,Shanghai University of Finance and Economics,5,China,China
2022,ShanghaiTech University,4,China,China
2022,Shanxi University,1,China,China
2022,ShareChat,1,Other/Unknown,Unknown
2022,Sharif University of Technology,4,Middle East & Africa,Iran
2022,Shenzhen Institute of Advanced Technology,1,China,China
2022,Shenzhen University,24,China,China
2022,Sichuan University,6,China,China
2022,Siemens Corp.,1,Other/Unknown,Unknown
2022,Silurian,1,Other/Unknown,Unknown
2022,Siléane,1,Other/Unknown,Unknown
2022,Simon Fraser University,16,Canada,Canada
2022,Singapore Management University,2,Asia-Pacific (excl. China),Singapore
2022,Singapore University of Technology and Design,6,Asia-Pacific (excl. China),Singapore
2022,Skild AI,1,Other/Unknown,Unknown
2022,Skolkovo Institute of Science and Technology,2,Europe,Russia
2022,Skyfall AI,1,Other/Unknown,Unknown
2022,Skywork AI,5,Other/Unknown,Unknown
2022,SmartMore,1,Other/Unknown,Unknown
2022,Snap Research,9,United States,United States
2022,Snorkel AI,1,Other/Unknown,Unknown
2022,Snowflake,1,Other/Unknown,Unknown
2022,Sofia University,2,United States,United States
2022,"Sofia University ""St. Kliment Ohridski""",1,Other/Unknown,Bulgaria
2022,SoftBank Corp.,1,Other/Unknown,Unknown
2022,Software Develop Department,1,Other/Unknown,Unknown
2022,Sogang University,1,Asia-Pacific (excl. China),South Korea
2022,Sony AI,14,Asia-Pacific (excl. China),Japan
2022,Soochow University,5,Other/Unknown,"Taiwan, Province of China"
2022,Sorbonne Université,4,Europe,France
2022,South China University of Technology,11,China,China
2022,Southeast University,10,China,China
2022,Southern Medial University,1,China,China
2022,Spellbrush,2,Other/Unknown,Unknown
2022,Spotify,4,Other/Unknown,Unknown
2022,Sri Sathya Sai Institute of Higher Learning,1,Asia-Pacific (excl. China),India
2022,St. Francis College,4,United States,United States
2022,St. Joseph Group of Institutes,3,Other/Unknown,"Tanzania, United Republic of"
2022,St. Petersburg State Electrotechnical University,1,Other/Unknown,Russian Federation
2022,Stability AI,4,Other/Unknown,Unknown
2022,Stanford University,179,United States,United States
2022,State University of New York College of Agriculture and Technology at Cobleskill,3,United States,United States
2022,State University of New York at Albany,3,United States,United States
2022,State University of New York at Binghamton,3,United States,United States
2022,State University of New York at Buffalo,1,United States,United States
2022,State University of New York at Stony Brook,8,United States,United States
2022,Stealth Startup,2,Other/Unknown,Unknown
2022,StepFun,1,Other/Unknown,Unknown
2022,Stevens Institute of Technology,1,United States,United States
2022,Sudan University for Science and Technology,2,Other/Unknown,Sudan
2022,Sun Yat-sen University,25,China,China
2022,Sungkyunkwan University,3,Asia-Pacific (excl. China),South Korea
2022,Suzhou University,1,China,China
2022,Synesthesia srl,1,Other/Unknown,Unknown
2022,Synopsys Inc.,1,Other/Unknown,Unknown
2022,Syracuse University,4,United States,United States
2022,T-Tech,1,Other/Unknown,Unknown
2022,TCA,1,Other/Unknown,Unknown
2022,TNO,1,Other/Unknown,Unknown
2022,TOSHIBA,1,Other/Unknown,Unknown
2022,TSE,1,Other/Unknown,Unknown
2022,TaiChung Healthcare and Management University,2,Other/Unknown,"Taiwan, Province of China"
2022,Technical University of Denmark,4,Europe,Denmark
2022,Technion - Israel Institute of Technology,34,Middle East & Africa,Israel
2022,Technische Universität Berlin,3,Europe,Germany
2022,Technische Universität Carolo-Wilhelmina zu Braunschweig,3,Europe,Germany
2022,Technische Universität Darmstadt,4,Europe,Germany
2022,Technische Universität Dortmund,1,Europe,Germany
2022,Technische Universität Graz,2,Europe,Austria
2022,Technische Universität München,12,Europe,Germany
2022,Technische Universität Wien,3,Europe,Austria
2022,Tel Aviv University,17,Middle East & Africa,Israel
2022,Telecom Paristech,5,Europe,France
2022,Tencent,39,China,China
2022,Tenstorrent,1,Other/Unknown,Unknown
2022,Tesla,1,United States,United States
2022,Texas A&M International University,14,United States,United States
2022,Texas A&M University,23,United States,United States
2022,The Chinese University of Hong Kong,48,China,Hong Kong
2022,The Hong Kong Polytechnic University,12,China,Hong Kong
2022,The Hong Kong University of Science and Technology,37,China,Hong Kong
2022,The Ohio State University,24,United States,United States
2022,The Scripps Research Institute,14,United States,United States
2022,The University of Hong Kong,13,China,Hong Kong
2022,The University of Texas at Austin,27,United States,United States
2022,The University of Texas at Rio Grande Valley,1,United States,United States
2022,The University of Texas at San Antonio,1,United States,United States
2022,The University of Tokyo,19,Asia-Pacific (excl. China),Japan
2022,Tianjin University,18,China,China
2022,Together AI,1,Other/Unknown,Unknown
2022,Tohoku University,2,Asia-Pacific (excl. China),Japan
2022,Tokyo Institute of Technology,4,Asia-Pacific (excl. China),Japan
2022,Tomsk State University of Control Systems and Radioelectronics,2,Other/Unknown,Russian Federation
2022,Tongji University,8,China,China
2022,Tooploox,1,Other/Unknown,Unknown
2022,Toronto Baptist Seminary and Bible College,1,Canada,Canada
2022,Toyota Technological Institute,31,Asia-Pacific (excl. China),Japan
2022,Tsinghua University,167,China,China
2022,Tsukuba University,2,Asia-Pacific (excl. China),Japan
2022,TuSimple,2,Other/Unknown,Unknown
2022,Tufts University,4,United States,United States
2022,Tulane University,1,United States,United States
2022,Tusimple,1,Other/Unknown,Unknown
2022,UCLouvain,2,Other/Unknown,Unknown
2022,UQAM,1,Other/Unknown,Unknown
2022,USC Information Sciences Institute,3,United States,United States
2022,Uber,3,United States,United States
2022,Udmurt State University,1,Other/Unknown,Russian Federation
2022,Ultraleap,1,Other/Unknown,Unknown
2022,Uniformed Services University of the Health Sciences,1,United States,United States
2022,"United Medical and Dental Schools, University of London",1,Europe,United Kingdom
2022,United States Coast Guard Academy,5,United States,United States
2022,United States International University,2,Middle East & Africa,Kenya
2022,United States Military Academy,1,United States,United States
2022,Universidad Adolfo Ibáñez,1,Latin America,Chile
2022,Universidad Alfonso X El Sabio,1,Europe,Spain
2022,Universidad Carlos III de Madrid,2,Europe,Spain
2022,Universidad Iberoamericana de Ciencias y Tecnologia,7,Latin America,Chile
2022,Universidad Nacional de General Sarmiento,1,Latin America,Argentina
2022,Universidad Politécnica de Valencia,3,Europe,Spain
2022,Universidad Rey Juan Carlos,1,Europe,Spain
2022,"Universidad Técnica de Esmeraldas ""Luis Vargas Torres""",1,Latin America,Ecuador
2022,Universidad de Alicante,1,Europe,Spain
2022,Universidad de Bologna - Representación en Buenos Aires,1,Latin America,Argentina
2022,Universidad de Granada,1,Europe,Spain
2022,Universidade Comunitária da Região de Chapecó - Unochapecó,5,Latin America,Brazil
2022,Universidade Estadual Paulista,1,Latin America,Brazil
2022,Universita della Svizzera Italiana,6,Europe,Switzerland
2022,Universitas Katolik Indonesia Atma Jaya,1,Asia-Pacific (excl. China),Indonesia
2022,Universitat Autónoma de Barcelona,1,Europe,Spain
2022,Universitat Pompeu Fabra,6,Europe,Spain
2022,Universiteit Gent,1,Europe,Belgium
2022,University College London,37,Europe,United Kingdom
2022,University College of Technology & Innovation (UCTI),1,Asia-Pacific (excl. China),Malaysia
2022,University Hospital Zurich,2,Europe,Switzerland
2022,University of Adelaide,10,Asia-Pacific (excl. China),Australia
2022,University of Aden,1,Other/Unknown,Yemen
2022,University of Alberta,19,Canada,Canada
2022,University of Amsterdam,23,Europe,Netherlands
2022,University of Applied Sciences,1,Europe,Estonia
2022,University of Aquila,1,Europe,Italy
2022,University of Arizona,1,United States,United States
2022,University of Auckland,3,Asia-Pacific (excl. China),New Zealand
2022,University of Basel,3,Europe,Switzerland
2022,University of Bath,1,Europe,United Kingdom
2022,University of Benin,3,Middle East & Africa,Nigeria
2022,University of Bergen,2,Europe,Norway
2022,University of Birmingham,4,Europe,United Kingdom
2022,University of Bologna,2,Europe,Italy
2022,University of Bristol,6,Europe,United Kingdom
2022,University of British Columbia,17,Canada,Canada
2022,University of Cagliari,1,Europe,Italy
2022,University of Calgary,1,Canada,Canada
2022,"University of California, Berkeley",145,United States,United States
2022,"University of California, Davis",5,United States,United States
2022,"University of California, Irvine",10,United States,United States
2022,"University of California, Los Angeles",68,United States,United States
2022,"University of California, Merced",1,United States,United States
2022,"University of California, Office of the President",1,United States,United States
2022,"University of California, Riverside",8,United States,United States
2022,"University of California, San Diego",49,United States,United States
2022,"University of California, San Francisco",1,United States,United States
2022,"University of California, Santa Barbara",12,United States,United States
2022,"University of California, Santa Cruz",10,United States,United States
2022,University of Cambridge,46,Europe,United Kingdom
2022,University of Cape Town,1,Middle East & Africa,South Africa
2022,University of Catania,1,Europe,Italy
2022,University of Central Florida,4,United States,United States
2022,University of Chicago,33,United States,United States
2022,University of Colorado Anschutz Medical Campus,3,United States,United States
2022,University of Colorado Boulder,2,United States,United States
2022,University of Colorado at Boulder,3,United States,United States
2022,University of Connecticut,2,United States,United States
2022,University of Copenhagen,9,Europe,Denmark
2022,University of Dallas,4,United States,United States
2022,University of Delaware,1,United States,United States
2022,University of Denver,4,United States,United States
2022,University of Detroit Mercy,1,United States,United States
2022,"University of Dublin, Trinity College",1,Europe,Ireland
2022,University of Edinburgh,15,Europe,United Kingdom
2022,University of Electronic Science and Technology of China,21,China,China
2022,University of Essex,1,Europe,United Kingdom
2022,University of Exeter,2,Europe,United Kingdom
2022,University of Florida,6,United States,United States
2022,University of Fribourg,3,Europe,Switzerland
2022,University of Geneva,1,Europe,Switzerland
2022,University of Georgia,1,United States,United States
2022,University of Glasgow,2,Europe,United Kingdom
2022,University of Groningen,3,Europe,Netherlands
2022,University of Guelph,2,Canada,Canada
2022,University of Haifa,3,Middle East & Africa,Israel
2022,University of Helsinki,2,Europe,Finland
2022,University of Illinois Chicago,7,United States,United States
2022,University of Illinois Urbana-Champaign,85,United States,United States
2022,University of International Business and Economics,1,China,China
2022,University of Iowa,7,United States,United States
2022,University of Jinan,3,China,China
2022,University of Kota,2,Asia-Pacific (excl. China),India
2022,University of Liverpool,6,Europe,United Kingdom
2022,University of Liège,1,Europe,Belgium
2022,University of London,1,Europe,United Kingdom
2022,University of Luxemburg,1,Europe,Luxembourg
2022,University of Macau,4,China,China
2022,University of Manchester,5,Europe,United Kingdom
2022,University of Manitoba,2,Canada,Canada
2022,University of Maryland,28,United States,United States
2022,University of Massachusetts Amherst,10,United States,United States
2022,University of Massachusetts at Amherst,14,United States,United States
2022,University of Melbourne,11,Asia-Pacific (excl. China),Australia
2022,University of Michigan - Ann Arbor,39,United States,United States
2022,University of Milan,7,Europe,Italy
2022,University of Minnesota,14,United States,United States
2022,University of Modena,1,Europe,Italy
2022,University of Montana,23,United States,United States
2022,University of Mosul,2,Middle East & Africa,Iraq
2022,"University of Nebraska, Lincoln",1,United States,United States
2022,University of New South Wales,3,Asia-Pacific (excl. China),Australia
2022,University of North Carolina at Chapel Hill,19,United States,United States
2022,University of Notre Dame,2,United States,United States
2022,University of Nottingham,3,Europe,United Kingdom
2022,University of Oregon,3,United States,United States
2022,University of Oslo,1,Europe,Norway
2022,University of Ottawa,1,Canada,Canada
2022,University of Oxford,90,Europe,United Kingdom
2022,University of Pennsylvania,41,United States,United States
2022,University of Pittsburgh,7,United States,United States
2022,University of Pittsburgh Medical Center,2,United States,United States
2022,University of Queensland,5,Asia-Pacific (excl. China),Australia
2022,University of Rochester,3,United States,United States
2022,"University of Roma ""La Sapienza""",3,Europe,Italy
2022,University of Science and Technology,15,Other/Unknown,Sudan
2022,University of Science and Technology Beijing,2,China,China
2022,University of Science and Technology of China,53,China,China
2022,University of Sheffield,4,Europe,United Kingdom
2022,University of Siena,5,Europe,Italy
2022,University of South Carolina,1,United States,United States
2022,University of South Florida,1,United States,United States
2022,University of Southampton,2,Europe,United Kingdom
2022,University of Southern California,29,United States,United States
2022,University of Southern Europe (Monaco Business School),1,Other/Unknown,Monaco
2022,University of Strathclyde,1,Europe,United Kingdom
2022,University of Sussex,1,Europe,United Kingdom
2022,University of Sydney,18,Asia-Pacific (excl. China),Australia
2022,University of Tampere,1,Europe,Finland
2022,University of Technology,1,Other/Unknown,Mauritius
2022,University of Technology Sydney,14,Asia-Pacific (excl. China),Australia
2022,"University of Tennessee, Knoxville",1,United States,United States
2022,University of Texas Southwestern Medical Center,1,United States,United States
2022,University of Texas at Arlington,3,United States,United States
2022,University of Texas at Dallas,2,United States,United States
2022,University of Texas at El Paso,2,United States,United States
2022,University of Toledo,1,United States,United States
2022,University of Toronto,50,Canada,Canada
2022,University of Trento,2,Europe,Italy
2022,University of Turin,11,Europe,Italy
2022,University of Twente,7,Europe,Netherlands
2022,University of Ulsan,1,Other/Unknown,"Korea, Republic of"
2022,University of Utah,10,United States,United States
2022,University of Victoria,1,Canada,Canada
2022,University of Virginia,14,United States,United States
2022,University of Waikato,3,Asia-Pacific (excl. China),New Zealand
2022,University of Warsaw,4,Europe,Poland
2022,University of Warwick,9,Europe,United Kingdom
2022,University of Washington,43,United States,United States
2022,University of Waterloo,12,Canada,Canada
2022,University of Western Ontario,2,Canada,Canada
2022,University of Wisconsin - Madison,43,United States,United States
2022,University of Witwatersrand,1,Middle East & Africa,South Africa
2022,University of Wollongong,2,Asia-Pacific (excl. China),Australia
2022,University of York,1,Europe,United Kingdom
2022,University of Zagreb,1,Europe,Croatia
2022,Università eCampus,1,Europe,Italy
2022,Universität Bern,1,Europe,Switzerland
2022,Universität Bielefeld,3,Europe,Germany
2022,Universität Bremen,1,Europe,Germany
2022,Universität Duisburg-Essen,1,Europe,Germany
2022,Universität Graz,2,Europe,Austria
2022,Universität Hamburg,1,Europe,Germany
2022,Universität Innsbruck,1,Europe,Austria
2022,Universität Kaiserslautern,1,Europe,Germany
2022,Universität Leipzig,1,Europe,Germany
2022,Universität Mannheim,1,Europe,Germany
2022,Universität Paderborn,1,Europe,Germany
2022,Universität Salzburg,1,Europe,Austria
2022,Universität Siegen,2,Europe,Germany
2022,Universität St. Gallen (HSG),1,Europe,Switzerland
2022,Universität Stuttgart,5,Europe,Germany
2022,Universität Vienna,1,Europe,Austria
2022,Université Diderot Paris 7,1,Europe,France
2022,Université Grenoble Alpes,1,Europe,France
2022,Université Laval,1,Canada,Canada
2022,Université M'hamed Bouguerra de Boumerdes,7,Middle East & Africa,Algeria
2022,Université Paris Dauphine,6,Europe,France
2022,Université Paris Nord (Paris XIII),1,Europe,France
2022,Université Paris-Est Marne-la-Vallée,2,Europe,France
2022,Université Paris-Saclay,2,Europe,France
2022,Université Paul Sabatier (Toulouse III),2,Europe,France
2022,Université Paul Valéry (Montpellier III),1,Europe,France
2022,Université catholique de Louvain,6,Europe,Belgium
2022,Université d'Angers,1,Europe,France
2022,Université de Bretagne Sud,2,Europe,France
2022,Université de Limoges,1,Europe,France
2022,Université de Montréal,17,Canada,Canada
2022,Université de Neuchâtel,1,Europe,Switzerland
2022,Université de Nice-Sophia Antipolis,2,Europe,France
2022,Université de Toulouse,2,Europe,France
2022,Université du Québec à Montréal,1,Canada,Canada
2022,Université du Québec à Rimouski,1,Canada,Canada
2022,Unktok,1,Other/Unknown,Unknown
2022,Ural Federal University,1,Other/Unknown,Russian Federation
2022,VERSES,2,Other/Unknown,Unknown
2022,VISA,1,Other/Unknown,Unknown
2022,VUNO Inc.,1,Other/Unknown,Unknown
2022,Valence Labs powered by recursion,1,Other/Unknown,Unknown
2022,Valeo,1,Other/Unknown,Unknown
2022,VaniLabs,1,Other/Unknown,Unknown
2022,Vector Institute,5,Canada,Canada
2022,Vercept,1,Other/Unknown,Unknown
2022,Verily,1,Other/Unknown,Unknown
2022,Vienna University of Technology,2,Europe,Austria
2022,Vietnam National University Hanoi,1,Other/Unknown,Viet Nam
2022,Vignan University,1,Asia-Pacific (excl. China),India
2022,Villanova University,1,United States,United States
2022,Virginia Tech,3,United States,United States
2022,Vivo,1,China,China
2022,Vrije Universiteit Amsterdam,6,Europe,Netherlands
2022,Wake Forest Baptist Health,2,United States,United States
2022,Warsaw University of Technology,2,Europe,Poland
2022,Waseda University,1,Asia-Pacific (excl. China),Japan
2022,"Washington University, Saint Louis",7,United States,United States
2022,Waymo,2,United States,United States
2022,Wayne State University,5,United States,United States
2022,Wayve,4,Other/Unknown,Unknown
2022,Webster University,3,United States,United States
2022,Weizmann Institute of Science,8,Middle East & Africa,Israel
2022,Welcome Sanger,1,Other/Unknown,Unknown
2022,West Virginia University,3,United States,United States
2022,Western New England University,1,United States,United States
2022,Western University,1,Asia-Pacific (excl. China),Cambodia
2022,Wild Moose,1,Other/Unknown,Unknown
2022,Wildberries,1,Other/Unknown,Unknown
2022,Wuhan University,10,China,China
2022,Wuhan University of Hydraulic and Electric Engineering,6,China,China
2022,Wuhan University of Technology,1,China,China
2022,Wuxi University of Light Industry,1,China,China
2022,X (formerly Twitter),2,United States,United States
2022,XRCE,1,Other/Unknown,Unknown
2022,Xi'an Jiaotong University,16,China,China
2022,Xi'an University of Electronic Science and Technology,5,China,China
2022,Xiamen University,7,China,China
2022,Xiaobing.ai,1,Other/Unknown,Unknown
2022,Xihua University,1,China,China
2022,Xijiang University,11,China,China
2022,Yahoo,7,United States,United States
2022,Yale University,26,United States,United States
2022,Yandex,4,Other/Unknown,Unknown
2022,Yelp Inc,1,Other/Unknown,Unknown
2022,Yerevan State University,1,Other/Unknown,Armenia
2022,Yonsei University,9,Asia-Pacific (excl. China),South Korea
2022,York University,1,Canada,Canada
2022,ZHIPU AI,1,Other/Unknown,Unknown
2022,Zenith University College,1,Middle East & Africa,Ghana
2022,Zhejiang Forestry University,1,China,China
2022,Zhejiang University,56,China,China
2022,Zhejiang University of Technology,1,China,China
2022,Zhengda Software College,2,China,China
2022,Zhengzhou Grain University,1,China,China
2022,Zoom,4,Other/Unknown,Unknown
2022,babylon health,1,Other/Unknown,Unknown
2022,beatdapp,1,Other/Unknown,Unknown
2022,gatsby unit,2,Other/Unknown,Unknown
2022,iWudao Tech.,1,Other/Unknown,Unknown
2022,independent researcher,1,Other/Unknown,Unknown
2022,metaio,1,Other/Unknown,Unknown
2022,miHoYo,1,Other/Unknown,Unknown
2022,physical intelligence,1,Other/Unknown,Unknown
2022,polixir,1,Other/Unknown,Unknown
2022,taobao,1,Other/Unknown,Unknown
2022,trip.com group,1,Other/Unknown,Unknown
2022,École Normale Supérieure,3,Europe,France
2022,École Polytechnique,26,Europe,France
2022,École Polytechnique Fédérale de Lausanne,5,Europe,Switzerland
2022,"École de technologie supérieure, Université du Québec",1,Canada,Canada
2022,École normale supérieure Paris-Saclay,6,Europe,France
2023,01.AI,1,Other/Unknown,Unknown
2023,12sigma,1,Other/Unknown,Unknown
2023,3M,1,Other/Unknown,Unknown
2023,AI21 Labs,1,Other/Unknown,Unknown
2023,AIRI,5,Other/Unknown,Unknown
2023,AITC,1,Other/Unknown,Unknown
2023,AIWaves Inc.,1,Other/Unknown,Unknown
2023,ANU,1,Other/Unknown,Unknown
2023,AWS,1,Other/Unknown,Unknown
2023,Aalborg University,3,Europe,Denmark
2023,Aalto University,17,Europe,Finland
2023,Aarhus University,2,Europe,Denmark
2023,Abacus.AI,2,Other/Unknown,Unknown
2023,Academia Sinica,3,China,Taiwan
2023,Academy of Arts,2,Other/Unknown,Albania
2023,Académie de Paris,2,Europe,France
2023,Acellera Therapeutics Inc,1,Other/Unknown,Unknown
2023,Adobe Research,25,United States,United States
2023,Agency for Science Technology and Research (A*STAR),19,Asia-Pacific (excl. China),Singapore
2023,Aignostics GmbH,1,Other/Unknown,Unknown
2023,Aithyra,1,Other/Unknown,Unknown
2023,Albert-Ludwigs-Universität Freiburg,6,Europe,Germany
2023,Aleph-Alpha,1,Other/Unknown,Unknown
2023,Alibaba Group,49,China,China
2023,Alice-Salomon-Fachhochschule für Sozialarbeit und Sozialpädagogik Berlin,8,Europe,Germany
2023,Allen County Community College,6,United States,United States
2023,Allen Institute for AI,4,United States,United States
2023,Alliant International University,1,United States,United States
2023,Allianz Versicherungs-AG,1,Other/Unknown,Unknown
2023,Alpha College of Engineering,2,Asia-Pacific (excl. China),India
2023,Altos Labs,1,Other/Unknown,Unknown
2023,Amazon,86,United States,United States
2023,American College of Greece,1,Europe,Greece
2023,American Graduate School in Paris,1,Europe,France
2023,American University of Sharjah,1,Middle East & Africa,United Arab Emirates
2023,Andrews University,1,United States,United States
2023,Angelalign Tech.,3,Other/Unknown,Unknown
2023,Anhui University,1,China,China
2023,Ant Group,8,China,China
2023,AntGroup,3,Other/Unknown,Unknown
2023,Anthropic,2,Other/Unknown,Unknown
2023,Appier,1,Other/Unknown,Unknown
2023,Apple,32,United States,United States
2023,Arab Open University,2,Middle East & Africa,Saudi Arabia
2023,Araya Inc,1,Other/Unknown,Unknown
2023,Archimedes/Athena RC,2,Other/Unknown,Unknown
2023,Argo AI,1,Other/Unknown,Unknown
2023,Ariel University Center of Samaria,2,Middle East & Africa,Israel
2023,Aristotle University of Thessaloniki,1,Europe,Greece
2023,Arizona State University,16,United States,United States
2023,Arkansas Tech University,1,United States,United States
2023,Asari AI,1,Other/Unknown,Unknown
2023,Asian Institute of Technology,2,Asia-Pacific (excl. China),Thailand
2023,Atharva College of Engineering,46,Asia-Pacific (excl. China),India
2023,Athena RC,1,Other/Unknown,Unknown
2023,Athens University of Economics and Business,1,Europe,Greece
2023,Atmanity Inc.,1,Other/Unknown,Unknown
2023,Auburn University,1,United States,United States
2023,Augusta University,1,United States,United States
2023,Austin College,48,United States,United States
2023,Australian National University,16,Asia-Pacific (excl. China),Australia
2023,Autodesk,5,Other/Unknown,Unknown
2023,Avolution AI,1,Other/Unknown,Unknown
2023,BAAI,1,Other/Unknown,Unknown
2023,BASF SE,1,Other/Unknown,Unknown
2023,BIGAI,1,China,China
2023,BNP Paribas,1,Other/Unknown,Unknown
2023,Baidu Research,30,China,China
2023,Bangalore University,2,Asia-Pacific (excl. China),India
2023,Bar-Ilan University,5,Middle East & Africa,Israel
2023,Bayerische Julius-Maximilians-Universität Würzburg,1,Europe,Germany
2023,Baylor College of Medicine,3,United States,United States
2023,Baylor University,1,United States,United States
2023,Beihang University,20,China,China
2023,Beijing Institute of Technology,27,China,China
2023,Beijing Jiaotong University,10,China,China
2023,Beijing Normal University,2,China,China
2023,Beijing University of Aeronautics and Astronautics,15,China,China
2023,Beijing University of Agriculture,1,China,China
2023,Beijing University of Chemical Technology,2,China,China
2023,Beijing University of Posts and Telecommunications,24,China,China
2023,Bell Labs,3,Other/Unknown,Unknown
2023,Ben-Gurion University of the Negev,9,Middle East & Africa,Israel
2023,Benha University,1,Middle East & Africa,Egypt
2023,Bethel University,1,United States,United States
2023,Bhagwan Parshuram Institute of Technology,14,Asia-Pacific (excl. China),India
2023,Bharath Institue Of Higher Education & Research,5,Asia-Pacific (excl. China),India
2023,Bilkent University,2,Other/Unknown,Turkiye
2023,BioMap,2,Other/Unknown,Unknown
2023,"BioMap, Inc.",1,Other/Unknown,Unknown
2023,"Birkbeck College, University of London",2,Europe,United Kingdom
2023,Birla Institute of Technology and Science,2,Asia-Pacific (excl. China),India
2023,Bloomberg,2,Other/Unknown,Unknown
2023,Bocconi University,5,Europe,Italy
2023,Booking.com,1,Other/Unknown,Unknown
2023,Borealis AI,1,Other/Unknown,Unknown
2023,Bosch,6,Other/Unknown,Unknown
2023,Boston University,21,United States,United States
2023,Brainchip,1,Other/Unknown,Unknown
2023,Brown University,26,United States,United States
2023,Bryn Mawr College,1,United States,United States
2023,Bugema University,12,Middle East & Africa,Uganda
2023,Business and Technology University,2,Other/Unknown,Georgia
2023,ByteDance,29,China,China
2023,CEA Leti,1,Other/Unknown,Unknown
2023,CEA Saclay,2,Other/Unknown,Unknown
2023,CHEONGJU UNIVERSITY,1,Other/Unknown,"Korea, Republic of"
2023,CINI,1,Other/Unknown,Unknown
2023,CISPA,1,Other/Unknown,Unknown
2023,CNIC,1,Other/Unknown,Unknown
2023,CNRS,9,Other/Unknown,Unknown
2023,CNRS/LJK,1,Other/Unknown,Unknown
2023,CNRS@CREATE,3,Other/Unknown,Unknown
2023,COCOPIE.INC,1,Other/Unknown,Unknown
2023,CSIR,1,Other/Unknown,Unknown
2023,CSIRO,2,Asia-Pacific (excl. China),Australia
2023,CSIRO Data61,4,Asia-Pacific (excl. China),Australia
2023,CUHK(SZ),1,Other/Unknown,Unknown
2023,California Institute of Technology,23,United States,United States
2023,Capital Normal University,2,China,China
2023,Cardiff University,2,Europe,United Kingdom
2023,Carl von Ossietzky Universität Oldenburg,1,Europe,Germany
2023,Carleton College,1,United States,United States
2023,Carleton University,2,Canada,Canada
2023,Carnegie Mellon University,181,United States,United States
2023,Case Western Reserve University,2,United States,United States
2023,Catholic University of America,3,United States,United States
2023,Celect,2,Other/Unknown,Unknown
2023,Center for Entrepreneurship and Small Business Management,3,Asia-Pacific (excl. China),India
2023,Central America Health Sciences University (Belize Medical College),1,Other/Unknown,Belize
2023,Central China Normal University,1,China,China
2023,Central European University,1,Europe,Hungary
2023,Central South University,7,China,China
2023,Central Supélec,1,Europe,France
2023,Centre College,5,United States,United States
2023,Centre Universitaire de Jijel,1,Middle East & Africa,Algeria
2023,Chalmers University of Technology,5,Europe,Sweden
2023,Chan Zuckerberg Initiative,2,Other/Unknown,Unknown
2023,Changsha University of Electric Power,1,China,China
2023,Chapman University,1,United States,United States
2023,Chiba University,1,Asia-Pacific (excl. China),Japan
2023,China Agriculture University East,14,China,China
2023,China University of Geosciences Wuhan,1,China,China
2023,China University of Mining Technology - Xuzhou,1,China,China
2023,Chinese Academy of Sciences,103,China,China
2023,Chongqing University,2,China,China
2023,Chung-Ang University,5,Asia-Pacific (excl. China),South Korea
2023,Chuo University,1,Asia-Pacific (excl. China),Japan
2023,Cisco College,2,United States,United States
2023,City University,1,Europe,United Kingdom
2023,City University of Hong Kong,62,China,Hong Kong
2023,City University of New York,2,United States,United States
2023,Clemson University,2,United States,United States
2023,Cleveland State University,1,United States,United States
2023,Cohere,5,Other/Unknown,Unknown
2023,Cold Spring Harbor Laboratory,1,United States,United States
2023,Collège de France,1,Europe,France
2023,Colorado School of Mines,6,United States,United States
2023,Columbia College (SC),2,United States,United States
2023,Columbia University,65,United States,United States
2023,Company,1,Other/Unknown,Unknown
2023,Converge Lab,2,Other/Unknown,Unknown
2023,Cornell Tech,2,United States,United States
2023,Cornell University,60,United States,United States
2023,Covariant,8,Other/Unknown,Unknown
2023,Criteo,1,Other/Unknown,Unknown
2023,Criteo AI Lab,2,Other/Unknown,Unknown
2023,Cruise,1,Other/Unknown,Unknown
2023,Cubist Systematic Strategies,1,Other/Unknown,Unknown
2023,Cursor AI,1,Other/Unknown,Unknown
2023,Curtin University,1,Asia-Pacific (excl. China),Australia
2023,Czech Technical University of Prague,5,Europe,Czech Republic
2023,DAV Institute of Engineering & Technology,1,Asia-Pacific (excl. China),India
2023,DGIST,1,Other/Unknown,Unknown
